order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_timestamp,order_estimated_delivery_date,delivery_time_gap,delivery_time_gap_hrs,purchase_to_approval_hours,approval_to_delivery_hours,purchase_to_delivery_hours
Q97dFuo1kaq9,IfWKDQHkjLDd,delivered,2018-04-10 00:17:56,2018-04-10 00:35:11,2018-04-20 18:03:58,2018-05-04,13 days 05:56:02,317.9338888888889,0.2875,257.4797222222222,257.76722222222224
07j6mlMhSVtx,kZ0rkJCJ6N5y,delivered,2018-05-02 22:52:10,2018-05-03 00:13:21,2018-05-09 23:48:32,2018-05-18,8 days 00:11:28,192.1911111111111,1.3530555555555555,167.58638888888888,168.93944444444443
kxa1InBj9gwP,zsCKIdqYLV01,delivered,2017-04-24 20:06:41,2017-04-24 20:22:24,2017-05-05 10:22:27,2017-05-25,19 days 13:37:33,469.62583333333333,0.2619444444444444,254.00083333333333,254.26277777777779
P5R6jr1qZdh4,FrEvnEiMKGpr,canceled,2017-07-24 11:38:43,2017-07-24 11:50:18,,2017-08-07,,,0.19305555555555556,,
HqV5f8K2UYoA,3zvaY9gUH9bO,delivered,2018-06-15 15:44:21,2018-06-15 16:00:22,2018-06-25 22:27:56,2018-07-11,15 days 01:32:04,361.53444444444443,0.26694444444444443,246.45944444444444,246.7263888888889
j5rwgECNf14O,bUornDCZmRD4,delivered,2018-03-15 11:13:23,2018-03-15 11:29:14,2018-04-09 18:54:36,2018-04-03,-7 days +05:05:24,-162.91,0.26416666666666666,607.4227777777778,607.6869444444445
43It0OEHVyJe,qEVfsXFU3er9,delivered,2017-03-05 16:10:01,2017-03-05 16:25:11,2017-04-18 15:28:21,2017-04-06,-13 days +08:31:39,-303.4725,0.25277777777777777,1055.0527777777777,1055.3055555555554
ddXx4T93MeaI,mPg90mQwmDOP,delivered,2017-10-03 12:58:11,2017-10-03 13:07:28,2017-10-09 14:06:32,2017-10-30,20 days 09:53:28,489.8911111111111,0.15472222222222223,144.98444444444445,145.13916666666668
NXDsEGbl1pUC,v6GelvnCrAk5,delivered,2018-04-02 00:31:04,2018-04-02 00:47:44,2018-04-06 20:53:33,2018-04-18,11 days 03:06:27,267.1075,0.2777777777777778,116.09694444444445,116.37472222222222
XupzjrovQeez,ckZATUjYdFd3,delivered,2017-06-21 16:41:10,2017-06-22 02:45:18,2017-06-29 12:43:45,2017-07-04,4 days 11:16:15,107.27083333333333,10.068888888888889,177.97416666666666,188.04305555555555
YTztQOHlvuBg,GuxDt46GwQEd,delivered,2017-07-02 21:10:38,2017-07-02 21:25:15,2017-07-13 19:19:52,2017-07-27,13 days 04:40:08,316.6688888888889,0.2436111111111111,261.91027777777776,262.1538888888889
xfXLgLbCo5BC,SPV4UclettEh,delivered,2018-02-18 12:03:25,2018-02-18 12:10:25,2018-02-28 20:06:27,2018-03-13,12 days 03:53:33,291.8925,0.11666666666666667,247.9338888888889,248.05055555555558
gVMP1bPDg69L,GpdbWoJi61Qc,delivered,2017-12-30 02:36:20,2018-01-04 23:17:35,2018-01-23 20:28:38,2018-02-05,12 days 03:31:22,291.5227777777778,140.6875,453.18416666666667,593.8716666666667
9G9EHbafs7NW,KD8KlSTtIm3Z,delivered,2018-07-18 18:42:47,2018-07-18 18:55:28,2018-08-03 14:43:03,2018-08-13,9 days 09:16:57,225.2825,0.21138888888888888,379.79305555555555,380.00444444444446
INolFarYfmEO,QU7yWUgfIpJX,delivered,2018-06-30 21:08:36,2018-06-30 21:30:06,2018-07-11 17:56:33,2018-08-03,22 days 06:03:27,534.0575,0.35833333333333334,260.44083333333333,260.7991666666667
LV0vJIDricq1,rgjb3WchpjHg,delivered,2017-11-05 19:14:22,2017-11-07 07:30:35,2017-11-17 20:32:53,2017-11-29,11 days 03:27:07,267.45194444444445,36.27027777777778,253.03833333333333,289.3086111111111
VtQvdStc00Xd,JyHhNu9cbCo1,delivered,2017-03-07 19:19:19,2017-03-08 03:05:17,2017-03-21 10:41:53,2017-04-03,12 days 13:18:07,301.3019444444444,7.766111111111111,319.61,327.37611111111113
tOTdnjpI8Udp,Jw0zo2CWiEs7,delivered,2018-07-10 12:15:42,2018-07-10 12:30:21,2018-07-15 16:13:38,2018-07-18,2 days 07:46:22,55.772777777777776,0.24416666666666667,123.7213888888889,123.96555555555557
ebR5efLCCpiq,MXiUFyGLUs2Z,delivered,2018-02-03 17:08:22,2018-02-03 17:30:03,2018-03-06 07:14:36,2018-03-13,6 days 16:45:24,160.75666666666666,0.36138888888888887,733.7425,734.1038888888888
YOKYMSjKRCMN,oiBrZODbJTvz,delivered,2018-04-10 08:42:53,2018-04-10 08:55:33,2018-04-20 10:59:02,2018-05-02,11 days 13:00:58,277.0161111111111,0.2111111111111111,242.05805555555557,242.26916666666668
57XZHymoJ10l,mcuPjOLRkNpR,delivered,2017-09-05 13:32:39,2017-09-05 13:50:10,2017-09-13 16:54:10,2017-09-29,15 days 07:05:50,367.09722222222223,0.29194444444444445,195.06666666666666,195.35861111111112
yUz40ih0jYGt,yOjH9Exn64WQ,delivered,2018-03-15 15:20:17,2018-03-15 15:35:35,2018-03-24 15:34:51,2018-03-27,2 days 08:25:09,56.41916666666667,0.255,215.98777777777778,216.24277777777777
IeZYtitws7WU,yca6TkmY4yQm,delivered,2017-05-16 09:23:23,2017-05-16 09:35:15,2017-05-31 08:38:03,2017-06-07,6 days 15:21:57,159.36583333333334,0.19777777777777777,359.0466666666667,359.24444444444447
ZPkh9QhjG7SK,LooHWGt3K5gp,delivered,2017-08-05 18:13:21,2017-08-08 03:55:47,2017-08-17 17:05:57,2017-08-25,7 days 06:54:03,174.90083333333334,57.70722222222222,229.16944444444445,286.87666666666667
KJL5uJuZzKxr,oZqYD7eyV1EJ,delivered,2018-07-17 15:21:10,2018-07-18 03:01:44,2018-08-20 12:08:32,2018-08-14,-7 days +11:51:28,-156.14222222222222,11.676111111111112,801.1133333333333,812.7894444444445
SelY2hgVvruM,0hj86xqZbYSV,delivered,2017-05-05 17:23:59,2017-05-06 06:35:18,2017-05-25 16:30:12,2017-06-05,10 days 07:29:48,247.49666666666667,13.188611111111111,465.915,479.10361111111115
0QqNX4xLriht,l2wCGNSY1l3Z,delivered,2017-05-15 19:39:50,2017-05-15 19:55:17,2017-05-22 12:25:54,2017-06-02,10 days 11:34:06,251.56833333333333,0.2575,160.5102777777778,160.76777777777778
HNXQI2lmI4AR,ukZ709Rl8bdF,delivered,2017-09-05 14:56:58,2017-09-07 02:44:07,2017-09-14 20:05:01,2017-09-18,3 days 03:54:59,75.91638888888889,35.785833333333336,185.34833333333333,221.13416666666666
C21fWds5zL0W,iFsAJRrzVaTS,shipped,2017-02-04 12:58:55,2017-02-04 13:10:38,,2017-03-15,,,0.19527777777777777,,
00NEIdaOTIgn,tSG89uyaK6MS,delivered,2018-05-07 22:34:11,2018-05-07 22:52:41,2018-05-11 22:48:43,2018-05-21,9 days 01:11:17,217.18805555555556,0.30833333333333335,95.93388888888889,96.24222222222222
XprtHqpLEddw,Ex7BhwPvrGyQ,delivered,2017-06-08 20:25:53,2017-06-09 20:30:15,2017-06-28 13:17:43,2017-07-11,12 days 10:42:17,298.70472222222224,24.072777777777777,448.7911111111111,472.8638888888889
ph9ImXx6aMjl,f4Frm4WEvj1g,delivered,2017-08-16 22:58:04,2017-08-17 00:50:11,2017-08-26 15:35:39,2017-09-05,9 days 08:24:21,224.40583333333333,1.868611111111111,230.7577777777778,232.6263888888889
x0fzGpICAZ0w,ORO4ADUB1jHd,delivered,2018-04-27 23:54:06,2018-04-28 00:10:51,2018-05-02 17:32:25,2018-05-14,11 days 06:27:35,270.45972222222224,0.2791666666666667,113.35944444444445,113.63861111111112
YUX432Je58GK,jQ0u9oBPe3Mg,delivered,2018-07-25 09:02:36,2018-07-25 09:15:13,2018-07-30 10:49:54,2018-08-02,2 days 13:10:06,61.16833333333334,0.21027777777777779,121.57805555555555,121.78833333333333
C3u0OwYQ8nuP,0I8vL0BlM1p1,delivered,2017-03-20 21:35:37,2017-03-20 21:35:37,2017-03-24 12:17:55,2017-04-10,16 days 11:42:05,395.7013888888889,0.0,86.705,86.705
QOaNjVewOOTX,sk3z82bQhZAO,delivered,2018-05-07 15:39:24,2018-05-07 17:30:00,2018-05-29 14:28:53,2018-05-30,0 days 09:31:07,9.518611111111111,1.8433333333333333,524.9813888888889,526.8247222222222
lo8oje94TYb7,eSqRKROmKF9Y,delivered,2018-08-13 14:07:50,2018-08-15 03:15:09,2018-08-24 00:14:39,2018-09-05,11 days 23:45:21,287.7558333333333,37.121944444444445,212.99166666666667,250.1136111111111
O5bLel2qV1yT,SNzA2roBQaGK,delivered,2018-08-01 13:21:58,2018-08-01 13:35:09,2018-08-15 20:31:53,2018-08-09,-7 days +03:28:07,-164.5313888888889,0.21972222222222224,342.94555555555553,343.16527777777776
3ffaVBUrnCxy,IGPOK4wVaGbv,delivered,2018-03-17 10:31:47,2018-03-17 10:50:31,2018-03-28 17:03:47,2018-04-05,7 days 06:56:13,174.93694444444444,0.31222222222222223,270.2211111111111,270.5333333333333
8g4jF6hPD6tG,45WzrefbE0kB,delivered,2017-06-07 20:06:06,2017-06-07 20:22:27,2017-06-16 18:25:40,2017-06-21,4 days 05:34:20,101.57222222222222,0.2725,214.0536111111111,214.32611111111112
IBT786JmVIAa,dGD1MVag3snm,delivered,2018-03-10 11:18:28,2018-03-10 11:48:16,2018-03-16 20:27:34,2018-03-22,5 days 03:32:26,123.54055555555556,0.49666666666666665,152.655,153.15166666666667
Rd6Tke4v8afv,EI8c9beFpTSQ,delivered,2018-03-02 09:15:34,2018-03-02 09:29:48,2018-04-05 17:41:42,2018-03-28,-9 days +06:18:18,-209.695,0.23722222222222222,824.1983333333334,824.4355555555557
NnoGZNF5rNkD,YanexVtkhb2B,delivered,2017-11-17 19:41:48,2017-11-18 02:35:30,2017-12-02 18:38:16,2017-12-05,2 days 05:21:44,53.36222222222222,6.895,352.0461111111111,358.94111111111107
gZMKyNzWXvcQ,iaDXrhsLGSc6,delivered,2017-11-27 13:49:33,2017-11-27 13:56:37,2017-12-18 20:08:13,2017-12-21,2 days 03:51:47,51.863055555555555,0.11777777777777777,510.1933333333333,510.31111111111113
qcDbJ8F0FIjM,hWGGX7sEla9R,delivered,2018-05-08 19:38:58,2018-05-08 20:54:55,2018-05-14 20:36:55,2018-05-21,6 days 03:23:05,147.38472222222222,1.2658333333333334,143.7,144.96583333333334
hyJjgFRI44lc,MNcdWG4E5iDb,delivered,2018-04-05 11:22:54,2018-04-07 02:48:13,2018-04-13 00:50:52,2018-04-25,11 days 23:09:08,287.15222222222224,39.42194444444444,142.04416666666665,181.4661111111111
EfyYNfniuxQP,7mxdMPX1ERJj,delivered,2017-09-08 12:55:46,2017-09-08 13:05:18,2017-09-15 21:55:41,2017-10-02,16 days 02:04:19,386.07194444444445,0.15888888888888889,176.83972222222224,176.99861111111113
0MQGlO2eQrNG,JJe2PPwxISzG,delivered,2018-01-08 11:23:52,2018-01-08 11:35:30,2018-01-18 20:58:50,2018-01-31,12 days 03:01:10,291.01944444444445,0.1938888888888889,249.38888888888889,249.58277777777778
zb8Qfa2K9ynp,cnalXbv8lRur,delivered,2017-03-30 21:59:17,2017-04-04 05:45:23,2017-04-13 16:57:42,2017-04-25,11 days 07:02:18,271.03833333333336,103.76833333333333,227.20527777777778,330.9736111111111
LLWFihCYlP6a,Vpl3DrXMAEhb,delivered,2018-04-11 20:48:46,2018-04-11 21:09:42,2018-04-18 21:50:59,2018-05-04,15 days 02:09:01,362.1502777777778,0.3488888888888889,168.68805555555556,169.03694444444446
PBvPGqQxwFDV,cWwtMYBNlwy1,delivered,2018-08-08 18:52:43,2018-08-08 19:05:10,2018-08-20 13:43:44,2018-09-20,30 days 10:16:16,730.2711111111112,0.2075,282.6427777777778,282.85027777777776
OQHE8Ve7n811,bEh2OYyGVzcI,delivered,2017-08-30 10:56:22,2017-08-30 11:10:15,2017-09-08 17:33:00,2017-09-21,12 days 06:27:00,294.45,0.2313888888888889,222.37916666666666,222.61055555555555
Vtkwb0b4JxKg,3JeAegsqlpZ1,delivered,2018-05-18 18:52:53,2018-05-22 08:56:53,2018-06-04 21:16:48,2018-06-07,2 days 02:43:12,50.72,86.06666666666666,324.33194444444445,410.3986111111111
4qLswBjaDZnT,6gl6qALuNSUL,delivered,2018-02-05 09:06:12,2018-02-07 02:52:32,2018-03-22 19:18:52,2018-03-06,-17 days +04:41:08,-403.31444444444446,41.772222222222226,1048.4388888888889,1090.211111111111
XXzZNogGt47r,rAV7gKaOWkEy,delivered,2018-06-10 20:29:24,2018-06-10 20:57:48,2018-06-13 16:03:33,2018-06-29,15 days 07:56:27,367.94083333333333,0.47333333333333333,67.09583333333333,67.56916666666666
Pp9bMvTIgPDs,CiOHqzRk5bbt,delivered,2018-02-15 09:19:26,2018-02-16 09:35:27,2018-03-12 17:19:32,2018-03-12,-1 days +06:40:28,-17.325555555555557,24.266944444444444,583.7347222222222,608.0016666666667
zh6skhlWLDTv,tIPFV5qJBgvT,delivered,2018-03-06 22:09:24,2018-03-06 22:28:48,2018-03-14 23:46:30,2018-03-22,7 days 00:13:30,168.225,0.3233333333333333,193.295,193.6183333333333
z9Zr742C0ASe,yD2x7GOSsjqA,delivered,2018-04-29 11:36:05,2018-04-29 11:52:06,2018-05-10 21:04:37,2018-05-25,14 days 02:55:23,338.92305555555555,0.26694444444444443,273.2086111111111,273.47555555555556
AayA35wXEdbB,a9gFQyCfrVym,delivered,2017-09-11 17:35:25,2017-09-11 18:04:33,2017-10-05 20:43:40,2017-10-11,5 days 03:16:20,123.27222222222223,0.4855555555555556,578.6519444444444,579.1375
kuyUMcYHFGqn,dXsploeBzop3,delivered,2018-07-29 12:47:00,2018-08-01 16:31:40,2018-08-03 18:20:55,2018-08-10,6 days 05:39:05,149.6513888888889,75.74444444444444,49.82083333333333,125.56527777777777
efc3TQanhsCE,9tQzKeNKhIoQ,delivered,2017-05-07 13:59:55,2017-05-07 14:10:14,2017-05-16 13:58:56,2017-05-31,14 days 10:01:04,346.0177777777778,0.17194444444444446,215.81166666666667,215.98361111111112
vFUriN4pz2Bi,TLYzpBJ3Cbnv,delivered,2017-09-04 14:25:41,2017-09-04 14:43:50,2017-09-12 23:54:52,2017-09-21,8 days 00:05:08,192.08555555555554,0.3025,201.1838888888889,201.4863888888889
1CVQ66HlMRUR,J2bElQYq3gEQ,delivered,2017-06-23 13:56:25,2017-06-27 03:55:21,2017-06-28 12:06:11,2017-07-13,14 days 11:53:49,347.89694444444444,85.98222222222222,32.18055555555556,118.16277777777778
n8p0M8Vco4SQ,8tpStNEuJ43p,delivered,2017-04-10 23:29:46,2017-04-10 23:42:09,2017-04-20 12:03:14,2017-05-15,24 days 11:56:46,587.9461111111111,0.2063888888888889,228.3513888888889,228.55777777777777
pNSYSUcXxkhB,qvo2fc2aRUvp,delivered,2017-06-04 12:09:59,2017-06-04 13:02:01,2017-06-13 17:13:52,2017-06-20,6 days 06:46:08,150.76888888888888,0.8672222222222222,220.1975,221.0647222222222
9AWAHq3HWS6u,pk1Ke0Nxac36,delivered,2017-08-08 13:37:37,2017-08-08 13:50:13,2017-08-11 20:11:04,2017-08-23,11 days 03:48:56,267.81555555555553,0.21,78.3475,78.55749999999999
DlmtCXqKjfWj,UlqYPqEYgETA,delivered,2018-07-03 11:11:29,2018-07-05 16:27:45,2018-07-09 17:06:38,2018-07-27,17 days 06:53:22,414.88944444444445,53.27111111111111,96.64805555555556,149.91916666666668
KqH0sXMHdItQ,M7wmpVTfmiFp,delivered,2017-07-18 20:52:33,2017-07-18 21:05:14,2017-07-24 17:56:30,2017-08-07,13 days 06:03:30,318.05833333333334,0.21138888888888888,140.85444444444445,141.06583333333333
OiIetUyiPLHG,4YfVSBGWPVdv,delivered,2018-06-28 00:43:34,2018-06-28 01:11:21,2018-06-29 20:52:48,2018-07-12,12 days 03:07:12,291.12,0.46305555555555555,43.69083333333333,44.153888888888886
1pgvtCG93rNg,pqIfz7jRxaKh,delivered,2017-12-13 23:56:00,2017-12-15 23:51:44,2017-12-26 18:29:42,2018-01-09,13 days 05:30:18,317.505,47.92888888888889,258.6327777777778,306.56166666666667
qJHIiWyTAizV,5XGKxFrzDdYP,delivered,2017-04-27 00:12:04,2017-04-27 01:15:14,2017-05-09 09:55:03,2017-05-26,16 days 14:04:57,398.0825,1.0527777777777778,296.6636111111111,297.7163888888889
vSug5AqRo9gE,oWBBqGwqpx4m,shipped,2017-05-07 10:22:58,2017-05-09 09:35:20,,2017-06-12,,,47.20611111111111,,
cuAQQZUhTEwb,EeCs1w6JNdPU,delivered,2017-04-06 11:53:43,2017-04-06 13:05:26,2017-05-02 11:47:48,2017-05-10,7 days 12:12:12,180.20333333333335,1.1952777777777779,622.7061111111111,623.9013888888888
yYk586LcCRYw,hgHQgpZ9rVHu,delivered,2018-03-11 14:54:08,2018-03-11 15:27:59,2018-03-23 19:23:02,2018-04-02,9 days 04:36:58,220.6161111111111,0.5641666666666667,291.9175,292.4816666666667
2HQ26ShSPhCA,uvuFFZDOAlU7,canceled,2017-07-29 12:56:17,2017-07-29 13:05:18,,2017-08-18,,,0.1502777777777778,,
iWJeaLiduq7C,bVaqeOVzrNj1,delivered,2018-08-09 08:16:06,2018-08-10 08:10:16,2018-08-15 19:42:35,2018-09-10,25 days 04:17:25,604.2902777777778,23.90277777777778,131.53861111111112,155.4413888888889
1vz8w7BjKsWC,EZkjVsEKMQF0,delivered,2018-07-09 21:31:15,2018-07-09 21:45:13,2018-07-13 20:51:09,2018-07-24,10 days 03:08:51,243.1475,0.23277777777777778,95.0988888888889,95.33166666666668
h8KEpd8n4gLL,LkYwWbX35V3p,delivered,2017-11-27 11:05:38,2017-11-27 11:15:03,2018-01-22 13:56:53,2017-12-19,-35 days +10:03:07,-829.9480555555556,0.15694444444444444,1346.6972222222223,1346.8541666666667
PC71lF6z451l,paCiJAGDh54D,delivered,2018-06-20 12:30:41,2018-06-22 04:36:05,2018-06-26 22:38:34,2018-07-03,6 days 01:21:26,145.35722222222222,40.09,114.04138888888889,154.1313888888889
TySAT9hqufKc,wuCRBXrAQIyN,delivered,2018-05-10 20:41:16,2018-05-10 20:57:56,2018-05-21 19:16:30,2018-05-30,8 days 04:43:30,196.725,0.2777777777777778,262.30944444444447,262.58722222222224
Y72RuFd0mZnO,jsuJ85mr7Rlb,delivered,2017-12-13 23:06:19,2017-12-13 23:15:33,2017-12-18 16:43:44,2018-01-05,17 days 07:16:16,415.2711111111111,0.15388888888888888,113.46972222222222,113.6236111111111
JQnDQBQZYwWs,7qqTmdyVGDMP,delivered,2018-03-15 22:03:50,2018-03-15 22:15:51,2018-03-20 21:58:43,2018-03-28,7 days 02:01:17,170.02138888888888,0.20027777777777778,119.71444444444444,119.91472222222221
qcXjhr3DZYmI,ebCRKHmjYa2q,delivered,2018-02-22 12:04:32,2018-02-22 12:29:22,2018-04-02 23:26:57,2018-03-20,-14 days +00:33:03,-335.44916666666666,0.41388888888888886,946.9597222222222,947.3736111111111
3SQKKPbTrStx,ap5gXjoc79ju,delivered,2018-01-26 17:33:03,2018-01-26 18:00:34,2018-02-01 20:29:26,2018-02-09,7 days 03:30:34,171.50944444444445,0.45861111111111114,146.48111111111112,146.93972222222223
IKSlI8m4cXvg,63cb18M1Z31w,delivered,2018-08-07 16:45:43,2018-08-07 17:05:05,2018-08-10 19:58:43,2018-08-27,16 days 04:01:17,388.0213888888889,0.3227777777777778,74.8938888888889,75.21666666666667
ubzoVELLkeoU,cIIcBGeYxzLl,delivered,2017-11-24 21:08:14,2017-11-25 00:16:29,2017-12-22 21:40:03,2017-12-21,-2 days +02:19:57,-45.6675,3.1375,669.3927777777777,672.5302777777778
FfjA9YfQ045p,asn6Y9BiG6Ma,delivered,2017-01-05 14:18:03,2017-01-07 03:44:16,2017-01-17 16:47:45,2017-02-13,26 days 07:12:15,631.2041666666667,37.43694444444444,253.05805555555557,290.495
pHtHYRoip8Cl,MdXOdiX1GYJB,delivered,2017-11-27 21:29:49,2017-11-30 17:31:14,2017-12-09 15:27:09,2017-12-22,12 days 08:32:51,296.5475,68.02361111111111,213.93194444444444,281.9555555555555
yGQcdep9edOe,DFT8eetndqim,delivered,2018-03-19 07:49:47,2018-03-20 07:08:04,2018-03-26 17:28:33,2018-04-05,9 days 06:31:27,222.52416666666667,23.30472222222222,154.3413888888889,177.6461111111111
O2vxSz1Ohmit,pfARTA1RWJhn,delivered,2018-06-18 08:14:02,2018-06-19 03:36:38,2018-06-29 15:12:38,2018-07-17,17 days 08:47:22,416.7894444444444,19.376666666666665,251.6,270.9766666666667
CEHnEFl5VOdj,G7fLaaLEAieo,delivered,2018-01-17 18:54:36,2018-01-17 19:10:35,2018-02-21 00:39:10,2018-02-14,-8 days +23:20:50,-168.65277777777777,0.2663888888888889,821.4763888888889,821.7427777777777
JYzOn3Ha1rNQ,VOohNhPUdkDS,delivered,2018-04-22 12:13:25,2018-04-24 17:24:48,2018-05-02 20:38:44,2018-05-14,11 days 03:21:16,267.3544444444444,53.18972222222222,195.23222222222222,248.42194444444445
YjpdVhpi6ke5,dvl5K6eo1ouv,delivered,2018-04-20 09:01:16,2018-04-24 18:35:57,2018-04-25 01:30:59,2018-05-07,11 days 22:29:01,286.4836111111111,105.57805555555555,6.917222222222223,112.49527777777777
xmCgQrZviQ4N,Nxs89iJKBJ8Z,delivered,2018-07-22 17:47:27,2018-07-23 12:32:17,2018-07-26 16:21:16,2018-07-31,4 days 07:38:44,103.64555555555556,18.747222222222224,75.8163888888889,94.56361111111111
DWf9VC5hYd07,fo2DhPj0geOU,delivered,2017-08-02 13:06:10,2017-08-02 13:23:15,2017-09-19 15:00:51,2017-08-25,-26 days +08:59:09,-615.0141666666667,0.2847222222222222,1153.6266666666668,1153.911388888889
gMRkjz3CrUnd,ufG7Q9l2g5Dn,delivered,2017-09-19 19:46:11,2017-09-19 20:04:05,2017-09-29 20:49:52,2017-10-05,5 days 03:10:08,123.16888888888889,0.29833333333333334,240.76305555555555,241.0613888888889
1sBsJeYdxAI1,uJZ6s76zSxtN,delivered,2017-07-18 17:17:37,2017-07-18 17:25:16,2017-07-26 15:52:12,2017-08-09,13 days 08:07:48,320.13,0.1275,190.4488888888889,190.57638888888889
6NKIoWu3AOZS,gngo3QnJVUXB,delivered,2018-04-02 12:12:56,2018-04-02 12:28:37,2018-04-04 18:13:46,2018-04-26,21 days 05:46:14,509.7705555555556,0.2613888888888889,53.7525,54.013888888888886
fQ58lYglAHz2,HtPYXtaKFzex,delivered,2017-06-16 10:33:12,2017-06-17 10:25:15,2017-06-21 18:06:29,2017-06-29,7 days 05:53:31,173.89194444444445,23.8675,103.68722222222222,127.55472222222221
0Eab4qSWCSyh,xIjzSNbQQ1uw,delivered,2018-01-15 12:22:25,2018-01-15 12:34:24,2018-01-18 16:09:03,2018-01-30,11 days 07:50:57,271.8491666666667,0.19972222222222222,75.5775,75.77722222222222
RCsCygUAyk50,3qJ5VThdsczu,delivered,2017-09-15 07:39:51,2017-09-15 07:50:08,2017-09-20 22:03:52,2017-10-03,12 days 01:56:08,289.93555555555554,0.1713888888888889,134.2288888888889,134.40027777777777
POj27FIujdqj,lZCaJq9iYKt0,delivered,2018-06-14 21:18:25,2018-06-14 21:36:55,2018-06-20 20:58:36,2018-07-05,14 days 03:01:24,339.0233333333333,0.30833333333333335,143.36138888888888,143.66972222222222
lTxzZyJHvbIZ,ncBjZzosb18g,delivered,2017-11-23 11:42:07,2017-11-25 03:32:48,2017-12-16 17:58:49,2017-12-21,4 days 06:01:11,102.01972222222223,39.844722222222224,518.4336111111111,558.2783333333333
PbW1A2IELHIL,E1CIwdUAL7mV,delivered,2018-07-19 19:17:20,2018-07-19 19:50:08,2018-07-30 16:54:44,2018-08-16,16 days 07:05:16,391.0877777777778,0.5466666666666666,261.07666666666665,261.62333333333333
RYBegQzM81NV,QsVvy2vjoqJ2,delivered,2017-07-13 14:39:29,2017-07-14 02:24:20,2017-07-31 18:25:47,2017-08-14,13 days 05:34:13,317.5702777777778,11.7475,424.02416666666664,435.77166666666665
uIMjdIbbLKuf,eWPTvp2Uxgjr,delivered,2018-04-12 21:25:16,2018-04-13 13:29:47,2018-04-28 19:56:29,2018-05-03,4 days 04:03:31,100.0586111111111,16.075277777777778,366.445,382.5202777777778
jj4qFCWCsUSC,SDjEL1DMM89j,delivered,2017-08-11 15:52:07,2017-08-12 02:55:08,2017-08-23 11:58:17,2017-08-31,7 days 12:01:43,180.0286111111111,11.050277777777778,273.0525,284.10277777777776
