order_id,product_id,seller_id,price,shipping_charges,shipping_price_ratio
XXzZNogGt47r,cT3PvVNqyIpQ,vmUdCiLPoz75,1122.0,20.79,0.01852941176470588
Pp9bMvTIgPDs,hoBYqNvOyd5V,lAnSOSAjk3Uz,368.9,63.39,0.17183518568717812
zh6skhlWLDTv,2oRZ0O0Cvxg1,cjilIa8d2RUG,10.6,50.43,4.757547169811321
z9Zr742C0ASe,UjLE7WsWfgrO,Fh5z5uvA4neX,218.98,6.87,0.031372728103023106
AayA35wXEdbB,nvbYOXncMsv0,uhfmBPCbZg6B,139.79,47.82,0.3420845554045354
kuyUMcYHFGqn,5WcLgWtO04vH,ruq0u2ZpAMDr,403.9,15.77,0.039044317900470416
efc3TQanhsCE,jyqvHPkDKFDV,DHOPtCppeECW,41.1,47.55,1.156934306569343
vFUriN4pz2Bi,4BAZNq7FQZOV,oqejBC0typqo,198.5,76.76,0.3867002518891688
1CVQ66HlMRUR,G16XPtJuiBOe,nOpV5DDruGvj,17.91,32.34,1.8056951423785597
n8p0M8Vco4SQ,5hqQbR7p5r2D,oGYw3FCx0i23,43.21,121.95,2.8222633649618145
pNSYSUcXxkhB,97fSQlZJl4P8,n3xQr5wHpHRX,24.79,13.92,0.5615167406212183
9AWAHq3HWS6u,mwlDII1pL31s,p7zV0UTQOu6w,184.9,52.37,0.2832341806381828
DlmtCXqKjfWj,N9wgqW59QGza,vxQT8FlJeDdN,80.75,12.86,0.15925696594427244
KqH0sXMHdItQ,n3QjhUa3JbkT,TJ6FVACdM0WN,509.0,30.66,0.06023575638506876
OiIetUyiPLHG,fJOMyLSpholI,ruq0u2ZpAMDr,127.77,37.87,0.29639195429286996
1pgvtCG93rNg,DMB6KqQisnZE,aeWbd3M28ShO,148.5,67.48,0.45441077441077443
qJHIiWyTAizV,0vbEvli2JYJu,RKad98cTxhSb,95.03,57.81,0.6083342102493949
vSug5AqRo9gE,xl7fxh09W8xU,HQ4j3Fr6B61e,310.99,63.17,0.2031255024277308
cuAQQZUhTEwb,bumRSmIPLuYa,kiirS0of7bJI,513.99,46.67,0.09079943189556217
yYk586LcCRYw,Hh61P9XhdxJT,zhKBSmYNDuJd,21.74,8.31,0.38224471021159157
2HQ26ShSPhCA,jcZ2MOqKsGsh,60CZvBJuXsud,136.9,24.78,0.18100803506208912
iWJeaLiduq7C,OEoHcaKHbdiB,SdNJoEI8fcgb,168.1,31.97,0.19018441403926234
1vz8w7BjKsWC,Ggd3U51peXoq,8cMMpAAFEsxE,15.89,50.28,3.1642542479546885
h8KEpd8n4gLL,etUc3o0rjL6e,qeM9i4J3ypy2,849.5,139.18,0.1638375515008829
PC71lF6z451l,lFGT2p3CDtxY,luzDO2kXE6wp,49.97,38.82,0.7768661196718031
TySAT9hqufKc,daiqbsoofbQ7,EZcvC15JiPPz,98.6,12.28,0.12454361054766734
Y72RuFd0mZnO,dAz11YkQkoue,TuPm19CMKvrM,59.21,32.34,0.5461915217024151
JQnDQBQZYwWs,KocIrz6J906g,OOPkZSte8kf6,223.51,67.53,0.30213413270099776
qcXjhr3DZYmI,xj8TsBOfCz2Q,DAXcLJj7W7BQ,453.7,47.55,0.10480493718316068
3SQKKPbTrStx,LEtlZnZPgiXx,3jwvL6ihC45G,24.1,32.34,1.3419087136929462
IKSlI8m4cXvg,dtkkSAYxncfA,dwcf0d2KopFX,42.95,12.28,0.2859138533178114
ubzoVELLkeoU,WLCpnwy0jsjj,K0qPVGdA91KO,475.6,17.03,0.03580740117746005
FfjA9YfQ045p,qjquOwfUstem,ErNdnCxofJMU,145.69,61.32,0.4208936783581577
pHtHYRoip8Cl,gdZxFB7RkmeM,wieAWPlzjuX4,699.9,47.55,0.06793827689669953
yGQcdep9edOe,RO8Eso0VLlkB,CdW7Qr5M6GEr,274.49,29.34,0.10688913985937556
O2vxSz1Ohmit,GvBzGCvvIC2D,v4i9GZGfxgTZ,679.0,29.06,0.04279823269513991
CEHnEFl5VOdj,BuMA9g0RCLlr,TBkUw9PKrND5,78.8,20.25,0.2569796954314721
JYzOn3Ha1rNQ,K9inDFpRP1Y5,nQlmkVGs3xYh,28.82,63.11,2.1897987508674532
YjpdVhpi6ke5,sZPDopwjwXU1,T5TAziawiIyq,2799.65,56.27,0.02009894093904595
xmCgQrZviQ4N,PNxV7rsy2fgg,73jr4z4JJLzT,509.99,17.39,0.03409870781780035
DWf9VC5hYd07,XtWT6gLIlj7Q,2IxTbqKqgUdA,43.48,99.34,2.284728610855566
gMRkjz3CrUnd,Mb037GbMfoRI,V3iKL8r9W9NR,34.72,67.11,1.9328917050691246
1sBsJeYdxAI1,LP9yzvAzxDXy,hmS6KkvxMbyF,399.2,38.66,0.0968436873747495
6NKIoWu3AOZS,KDNXKv9s2evT,A7s2wiNKJ3HW,16.89,21.91,1.2972172883362936
fQ58lYglAHz2,axLBYi1XjP6J,oI8R7WsNWWBc,50.21,5.59,0.11133240390360485
0Eab4qSWCSyh,YWxNxMu4wOKG,YVBAT3QqF9Qj,13.1,19.16,1.4625954198473283
RCsCygUAyk50,bdZMcl4443hh,nyvgAgymNBCt,328.0,161.82,0.49335365853658536
POj27FIujdqj,Djdj2b2qMgNy,OnC6iPAbNc8Z,335.99,7.42,0.02208399059495818
lTxzZyJHvbIZ,4VIws8ixtz0J,8cMMpAAFEsxE,144.97,47.55,0.32799889632337725
PbW1A2IELHIL,63xWgMAWpCUv,evGTHuQm4wMZ,31.5,24.99,0.7933333333333333
RYBegQzM81NV,5zjlm4wGGKnH,ItYhqrkUww7D,57.6,77.45,1.3446180555555556
uIMjdIbbLKuf,ZXaWnDtFtm16,QfFj9NCYpfLN,31.0,150.8,4.864516129032259
jj4qFCWCsUSC,iqxjLw041Ngo,KERtsZxD9Phy,1298.99,30.66,0.023602953063533976
JBctb1NlmsLO,77YHWauoWSee,oqejBC0typqo,27.8,31.18,1.1215827338129496
V98wyh8HaJrC,u7VrCV0J3rFD,bd8RhBYu7arp,16.2,0.61,0.037654320987654324
F7SlozxlB98i,i8rOWNVCU8SG,X5fhqRmuvQ9Z,579.75,48.82,0.08420871065114273
M9UeVfUqd5IQ,s284eb92Zw1i,UmQttOWjmUMt,95.03,125.84,1.3242134062927498
XfRzUdQ4vXDb,GrFFq2mwLHY2,vufOqLeaCfeU,38.48,32.34,0.8404365904365906
KZdbnccspG6C,CdlzSJX6L7SM,V3iKL8r9W9NR,127.77,42.05,0.32910698912107694
aK8BUDSAUnAJ,M6dHMMDQkzl9,pgzEZp7qYHHI,34.0,58.28,1.7141176470588235
hdpKYesvGZeq,HsY2B64ToEjd,qc8HaReZKfQJ,54.16,38.82,0.7167651403249631
5jALvFXzAkdi,8EMcxO7AFhVP,vlLUp3U56e8x,150.82,24.81,0.16450072934624055
RilBPuEjhaeQ,vTrdy4RV0PS5,R7nUkxgwW9FO,114.89,132.15,1.1502306554095223
Weun8cqlOfrB,Fn43rroPPaVv,JZPhFrxpqDgz,60.09,80.34,1.3369945082376435
1By8LOosrvF2,IiPypLNFQJ7z,BiC0o6ItMJLl,66.96,104.16,1.5555555555555556
8XJCljLJRlic,HhAtKukEU7VT,UOGIrJtSldvd,104.4,126.47,1.21139846743295
gQPaVIZUm0jj,KnGbtqqEcmat,yHsOFiqVrV1u,42.89,47.55,1.1086500349731871
k2K9LcU3wvcQ,wEXYeIBMtNpz,7qJpsaaCZOk2,160.75,52.93,0.32926905132192846
XQuhwBeGcadT,eJ0WKujR01gm,Cyl6PGvB25KG,56.89,7.54,0.1325364738969942
LARRQkCjz5Fs,JyBhiUYADnbo,V8Stg8HdXCTe,395.6,32.34,0.08174924165824066
70G4cTVwm38h,lpU3XJCPa54J,nt1w9AssyxfU,78.73,34.24,0.4349041026292392
8LfYKHvDTqIN,k1G4RHt3R7Nk,K0qPVGdA91KO,1589.0,32.95,0.02073631214600378
D2X7rxN9EsBw,hXJzBtpOKuuU,DhnYfWO3PJ5F,40.8,18.46,0.4524509803921569
HOFJukOFU41j,Vb1H62ttvRIQ,9T57uT5NnFAO,123.49,17.5,0.14171187950441333
uApWp6b4k8Y5,1zUdSj6NFG6K,UOGIrJtSldvd,24.79,12.86,0.518757563533683
7L8qUUgsbhXY,5OJOlHuoPBnC,l7dKfvHZDuWA,188.8,51.05,0.27039194915254233
PvRgo7CeEN4f,Joe8cEWyRSL5,EqPcJSwcfSMn,42.15,46.4,1.1008303677342823
aDxB5SgA7C4q,vkx2x9k5aIEp,yHsOFiqVrV1u,34.0,3.24,0.09529411764705883
AHI2VGgmwKwA,PdQSW0L6zcA8,JewlcaWRwb2n,116.11,27.57,0.23744724829902678
0gxtU32XLhDR,t3Yt7rB0Siv5,0pPOelafmUDD,349.9,2.58,0.0073735352957988
NqkFWmoEkOni,6qDx55OCUjhU,uWD9LoTnGKSE,475.0,42.92,0.09035789473684211
uT2NLXe4uIbX,Mc3HVfMW32MH,DAXcLJj7W7BQ,36.5,47.55,1.3027397260273972
csNKQHT4LjSP,h2L3kgHs7Aaa,XePbD5Ocm6Yk,22.3,15.81,0.7089686098654708
ff6LV2J7cd1m,dshaRMcCMDlF,IfkTaAAVww4a,97.44,10.85,0.11135057471264367
2DhVqmEuKWsy,kYkawOSYkfjo,3FRwW3adXzn7,517.65,25.28,0.048836086158601376
Xz9xN4y9ehaz,Y6z2ccr6ILTJ,g6AdzghqF6DD,40.5,41.85,1.0333333333333334
ME2UeeIZeHQQ,CIzjmmwLZi9E,XbKPeGD7lJ5P,41.58,12.22,0.2938912938912939
Y8qzXFVs2NdT,0GII09WWgwUY,Cyl6PGvB25KG,132.9,60.07,0.45199398043641836
O9usX12ihwJ4,UGsLZX3s5mEt,Fh5z5uvA4neX,41.7,17.38,0.41678657074340525
UnPOaR1OCnNc,W0BmO3Zth0WP,2jTASjIU2rIf,265.9,67.11,0.25238811583301995
BERp5cg4oEws,m2BXGAfmaOtK,k6Ksam5fmXKf,28.82,23.17,0.8039555863983345
BtFtgxewQU3o,HheG19aBYVwJ,yGbPyLPc8PmT,1899.0,12.28,0.006466561348077935
KZQpsmctCSfS,oszo5WkcF9hR,EhsTzampIuzr,1129.34,16.36,0.014486337152673244
g9qI3z1YAvNw,d0gLt5qG6suy,WPmASwhpqDlG,453.7,150.8,0.33237822349570206
aMzeNC1KCVOQ,ocSuycYd5FzD,NFarHrNhIIbP,367.0,14.65,0.03991825613079019
dZuZBawSN57o,UtRbLGZqWe6T,Hvqvzx84Y4bC,199.96,35.85,0.17928585717143428
nKbHlRgVGlF3,4lnnpEh9Lojy,VJ5Szmsf2dUQ,1129.34,44.33,0.03925301503533037
P09ArFA0BZRP,1Shu25hw8jmU,eOhcPgdVKUYw,399.2,47.55,0.11911322645290581
XbYUfEsyagnN,G16XPtJuiBOe,nOpV5DDruGvj,17.91,32.34,1.8056951423785597
mofZTSTPPWxE,qtlBf0tnYibE,vJf4Jmjx31y3,21.94,47.55,2.1672743846855056
rUQbmLj5M2QE,2m67LSn6k958,AvTLykupHOIB,97.44,70.82,0.7268062397372742
QFwMop3sFZ9H,gkFvRSioMfLT,zPSCpHFnSfys,126.69,20.9,0.16496961086115713
hYDthrOpadOc,qAJdy2rvA6Nv,KH9VVC2iPaCb,42.89,47.55,1.1086500349731871
TTBF9yOgN5EH,6iped3gcNaVR,CmIOujRnGWTM,729.99,70.34,0.09635748434910067
F9i3hpJUc5HJ,vBG3fdRC0U7J,nQlmkVGs3xYh,395.6,11.33,0.028640040444893832
PzBniksLzOcM,6gc28NXmxjiC,DQDmbEDffCF1,27.64,61.32,2.218523878437048
UWss0GYyCTJq,Sd2c5zg8xeYS,V5WynwQkZECV,303.45,42.76,0.1409128357225243
9fJpRKgzGYmY,TznsJjXJH6cK,i4BuPduAnCgp,128.99,75.5,0.5853166912163733
FyxzH1mhMBKM,aj4kbcxNEnZj,K0qPVGdA91KO,178.0,96.55,0.5424157303370787
91fTReRt3k2s,yC8GTlBDlTbh,RKad98cTxhSb,46.2,6.87,0.1487012987012987
4BKIy9ysy6d8,x3MYuCDmKXil,3vJjXqgh2x7U,1122.0,29.36,0.026167557932263816
EztPEldn1Aha,PNlm9wyElFNa,RKad98cTxhSb,193.25,68.39,0.3538939197930142
4WCFUeAivvDG,U12L66pFn1Cd,ruq0u2ZpAMDr,128.99,12.59,0.09760446546243894
3VPXNauA1hA6,T02sruZBYwTh,AvTLykupHOIB,97.44,30.66,0.3146551724137931
jMFLFVfabNrH,tB2oGrkUn3T5,b2InQWWq6Kwc,128.99,66.44,0.5150786882704085
PhYGGGCiQHKD,nTdYWC9EsMzL,YlP5976VHgAM,145.95,12.28,0.08413840356286399
RAhrqqxcXgA5,GvBzGCvvIC2D,v4i9GZGfxgTZ,777.0,23.17,0.02981981981981982
lFLPAbeUgKTV,tyfmRC7KLE75,kJEFisr2CqPX,23.1,31.04,1.3437229437229437
P6bxg4N8Cw1J,frPceaQ1oVol,2a51UHcJkdrn,836.99,70.34,0.08403923583316408
YykeWYFjVZYE,SGzn0iArTwMr,pgzEZp7qYHHI,517.65,47.81,0.09235970250169034
dHuy4so1fO7s,9Zkcb7CHJ7oF,HPuxRyj1uNUP,517.65,38.18,0.07375639911136869
bIVFvWVIw4jq,QQh3add5yA42,8cMMpAAFEsxE,97.07,13.25,0.13649943339857837
tflNP98YJXRM,Y3eayqO8aOXQ,ruq0u2ZpAMDr,150.82,29.31,0.19433762100517174
iThcgEagJGvM,Frot5FLjBR6q,SgeUigb5Vbiv,122.3,29.21,0.23883892068683565
MnaiNSJ6870y,Q4YJxJB0FmME,nVtBfuY353m5,755.99,31.1,0.04113811029246419
pvWUa3UvgInr,nleYDnRljyRR,hJJrlnX2dOy7,403.9,25.29,0.06261450854171825
39TPZFziHhP2,ZahOFsDsu0qC,EfrTKO2PD11W,113.49,17.07,0.15040972772931538
afDRwL1WXpA1,a4eRSJHIpAKf,AvTLykupHOIB,97.05,30.66,0.315919629057187
QBEax8koxs19,xczz8pBAGbiX,7nCOghlVSEPV,399.2,20.9,0.05235470941883767
CtAfWF8UkMCP,yNiC4LvaTd1R,xeWVu6d99qTQ,164.98,54.99,0.33331312886410475
V4JFkZwCu5hF,sDiRdnCZMwRY,cUn7dujqBetE,564.99,38.66,0.06842598984052814
qwPG85b508Td,Hqi3PlXungqO,CJEiRDPhUtti,190.06,15.18,0.07986951489003473
pLnMJMmel09E,nPKBktJfW1Fl,f9tu6ULae8aj,399.2,47.55,0.11911322645290581
7PvMPzzIkey5,PwoiOjyJfSJK,ruq0u2ZpAMDr,403.9,30.24,0.07487001733102253
yWHy7JXGvc0Z,EsjZXaqqL5SG,oGYw3FCx0i23,389.89,15.67,0.04019082305265588
GKjyAxdPwdIc,pIsDRb4xbzyD,GwHrbZ3UqSSL,72.4,82.01,1.1327348066298342
SZIajujwn1Oo,YwgHNvscHjW0,mFvZj7UmZKhl,300.0,34.71,0.1157
KL9BlcRxTqHu,i10BtlKMkpvy,7KovPWNcMm5O,29.01,41.73,1.4384694932781799
PULq31I4UKo4,JWWerUz4sUOi,TKLLXSshsm0b,269.45,46.26,0.17168305808127668
Y0bGpsoT1Vhh,8IhgV2nH9kXE,HaUIinFOemaU,17.95,33.25,1.8523676880222841
7LgpFGaazYyl,RIeB1nlwkWYV,TS138RFieWKn,459.0,21.29,0.0463834422657952
88cwXsdwdeEH,S5shnnygPs0S,ZNVgXvCvMqkS,257.6,61.32,0.23804347826086955
r7702612Pdfh,GntEBdL0e4AR,wHLrHzu1U5IX,170.7,9.54,0.05588752196836555
JhSAOXXtYcdN,8o27iVPsjrvn,zgxmymXtWiKO,98.6,59.0,0.5983772819472617
lq2t00ICp3Em,sZ5wMb8HMu6M,I4ffj2osK42R,257.6,34.33,0.13326863354037266
6nNyBTWOOOFA,KbN9lsh9uJef,QZGYZHmzukoV,12.02,47.55,3.9559068219633944
15IH5WU11wIZ,pG4lRZB6FT1o,9fFFM6RBxCkT,18.38,18.88,1.0272034820457019
ouRLjr6NSysJ,6kzsO3fAg0UT,2jTASjIU2rIf,75.25,12.0,0.15946843853820597
yDLykPwUGtqM,Ffe8gTdmyO3U,4cJY064rRFhL,107.63,31.94,0.29675740964415126
GHfebQ8QpH8l,uXqtt8FPcOSE,FhUPbC0FEzRW,155.4,11.84,0.07619047619047618
7XvMI5cx5mU0,PWl2yBtu82h0,TuPm19CMKvrM,117.56,61.32,0.5216059884314392
XDE3dFQJPztt,P7YmM1JrfxgO,eV7Woul7454D,149.91,39.61,0.26422520178773934
dix4hRLqxcfL,MnU1humwDAEV,ruq0u2ZpAMDr,142.14,19.02,0.13381173490924442
4W3f1ahNdmTs,ij9mTh09IZhj,2a07LobkzHUx,86.4,16.78,0.19421296296296298
xljf54RoX9JP,IxSYqX7LMxEm,XPkCncVxF7So,132.7,94.09,0.7090429540316504
2rs8IUIAS4rL,TKNiFZxm7gs7,yGbPyLPc8PmT,113.49,40.15,0.3537756630540136
B8V4EaW2eSh0,fXpxCuz3DlnE,COsMF55fuZCX,68.9,33.22,0.4821480406386066
FwheKtHhpBN2,VrCYTXjnNAL1,ftbUjJ6Gsazg,95.03,39.84,0.41923603072713883
tPTCcbVjRfc3,VBy6T8nuWyMy,tjn9TXOjEGlU,419.9,6.87,0.016361038342462494
TGt9bWN79Nqz,KOdBiBN6BdOW,xbr8ZnHWrWgb,98.9,45.85,0.46359959555106167
qJjvfYu6Y4fm,B8QmdTHBBm2r,ARNPJQjYTDDb,509.99,55.54,0.1089040961587482
JT0oXIkh4Gzh,JXxZvMEQwVdy,ww2Z1B2PFAzV,475.0,47.55,0.10010526315789472
yr2H21aRoD3h,GKdOuHdQrcS9,2cg7E5j1pzxq,453.7,17.38,0.038307251487767244
3kStl9hl8CfT,pZaSE0Kq83mh,2a07LobkzHUx,174.47,21.69,0.12431936722645728
HG9ftAgQxhF4,fF0aIgV1Szz2,cdFuckm1t0Np,1375.0,49.54,0.036029090909090906
sm0ZEnWNt7qQ,Dpy0ivGUIZbf,A7s2wiNKJ3HW,49.13,70.82,1.4414817830246283
KuKfiKKJLTwK,mLW3e88htVUA,RahwCaIfXjEq,18.04,38.35,2.1258314855875833
0JDo7VjW8fwo,W11EKjDhLU8S,A7s2wiNKJ3HW,889.99,23.6,0.026517151878110993
0HR2Bu3Sp4gp,ilTOySUJeryQ,i2VPd2aaDnzs,18.04,45.95,2.547117516629712
3BfkNOSXE9fK,cPxHctjb1mwb,luzDO2kXE6wp,113.49,76.73,0.6760948101154287
5WmmehR17vqk,MCpcB88Db8FO,RKad98cTxhSb,311.95,68.99,0.22115723673665652
GRirh1b2z6Y3,VyvqSoUrvQ46,EqPcJSwcfSMn,57.6,64.55,1.120659722222222
67qinzyPqskj,5p34yHlx2OtC,UOGIrJtSldvd,518.18,38.63,0.07454938438380487
SSIHiYAn9TpY,hqX5zybakKuo,UCE3Mf4XAd26,63.6,17.44,0.2742138364779874
r6X1vpADLMvm,rpc533nr2KMl,4Qi71ZsjOJIX,125.46,37.68,0.3003347680535629
FEIP98BAAYWW,SGGufQjkuu50,K0qPVGdA91KO,1589.0,32.34,0.02035242290748899
qlbb5qUbmXnJ,d77sYHwrvNb6,csm5h2FrAugl,42.8,83.91,1.9605140186915888
7ERc3mX6MCjK,MaltNz8KU4y1,ruq0u2ZpAMDr,538.9,178.33,0.33091482649842274
Qnw2wAOmQylg,jkF9uiOYSJQv,cUn7dujqBetE,358.99,75.84,0.21125936655617147
vU3xyuXEj2Ba,HClWJt2zIHqw,taFg55N5hMKg,538.9,27.26,0.05058452403043237
Bie3bBbWriRw,plejCSAfHfj4,0LjmES9V5fHW,46.2,110.14,2.383982683982684
XQYgG1JMLACG,8EMcxO7AFhVP,vlLUp3U56e8x,150.82,42.38,0.2809972152234452
qZUh5hge1625,uhU6v99z0kXK,4YvZWfI3A03T,887.0,25.85,0.02914317925591883
hlpMgRkYTHdL,4tXRIqqJAw5t,rTKC7c3Tt984,26.77,12.64,0.4721703399327606
KwUxouAIwmnW,ILJ1czl5oREZ,xaLgBgfNFMTD,107.63,26.02,0.24175415776270556
Fl1jNEVLIouI,UpBx9hw8qVhN,yJ785hbwK2Jx,159.99,53.39,0.33370835677229826
CbQkhuNUU3S3,8lFcvo9C9wbB,YlP5976VHgAM,820.0,61.32,0.07478048780487805
tVdaOadCApSM,fdKNYBPuPnsg,luzDO2kXE6wp,355.9,42.75,0.12011801067715651
G07cmuGKW2nd,hGtmCHbSVQ4G,78sV6I5nExj0,128.99,59.45,0.46088844096441584
2Tdr9eDhdtIu,p8szMBFqPyIE,CutJkKSkib8L,42.89,17.52,0.40848682676614595
